,User,ETH before hack,CRV before hack,% not recovered by user,is_multisig,ETH to recover,CRV to recover,Missed rewards in CRV
490,0xB3582E461C652df73D393fdc2EB1E4c835b1ce55,0.34286907436811964,904.2015375626687,100.0,False,0.3027401402764639,1024.141524533173,71.6899067173221
491,0x65304d6aff5096472519ca86a6a1fea31cb47Ced,0.3403506310693731,897.5599928062986,100.0,False,0.3005164521851831,1016.6189961039701,71.1633297272779
492,0x9ee4a6E5Dbf9b4763C338d968101ec90470E87C6,0.3401006296857073,896.9006984796815,100.0,False,0.30029571062632493,1015.8722480962219,71.11105736673552
493,0xcC6E9274E671832CaeF3d165e7366D0693C6Ef84,0.3394666785234565,895.2288661142131,99.41759392539137,False,0.2979902758361911,1008.0731782453482,70.56512247717437
494,0x520329C81f1E00b99ee0924650bFdF3590b2fb06,0.3389001704837091,893.7348922365012,100.0,False,0.2992357515504622,1012.2865058721962,70.86005541105374
495,0x4e86017ED47f008d222DA6b9ad53AeAc58A94832,0.33746501844560806,889.9501627974911,100.0,False,0.2979685677715418,1007.9997418969198,70.55998193278438
496,0x1FECe8D44Eeeed4aA69f2B2dF10174f0A817F5b3,0.3361022498804273,886.3563203541347,100.0,False,0.2967652958014829,1003.9291855817951,70.27504299072565
497,0x5f480414a263E00e456bfa7de8373b70E9a8b015,0.3312748042716431,873.6255608069016,100.0,False,0.29250284791675113,989.5097238251677,69.26568066776173
498,0x235fB978Fce02C0d4f712dA59af9Ac730CA86372,0.327906329362067,864.7423443835684,100.0,False,0.2895286147680714,979.4481718009654,68.56137202606759
499,0x9282b78F169fdb9DE09Ea652a0FE9f9764f90fC9,0.32643129090593764,860.8524279702722,100.0,False,0.2882262128237002,975.0422680722917,68.25295876506043
500,0xf6833b97102B0A07687328DC811370E2E6F54495,0.32547963049518475,858.3427446218219,100.0,False,0.2873859334640705,972.1996817419192,68.05397772193434
501,0x2BdEe5E6B746CAF1088982E93cf478D31F6e9087,0.3210030389813549,846.5372444106853,100.0,False,0.2834332761841601,958.8282125706759,67.11797487994731
502,0x997908c2A7EE5fDcC6686fa03400B182482FCdc9,0.3164351103256554,834.4908732949123,100.0,False,0.2793999717382928,945.1839215945115,66.1628745116158
503,0xAE4993a0Ee49d4101D29186cE3524b7b0B5190cC,0.3159742273716621,833.2754499546614,100.0,False,0.27899302990371616,943.8072755029852,66.06650928520897
504,0x791DAc5214883377c598e5e88A0d861Ab26dFF6b,0.3142475175535216,828.721835210128,100.0,False,0.27746841187415494,938.6496355821616,65.70547449075131
505,0xB1c5ae11993F5e460dD6C90C0b919Bdc74850216,0.3108896072059598,819.8664792557931,100.0,False,0.274503506825398,928.6196396458545,65.00337477520982
506,0xe2255aeA86b7B11CA757f9721478008c599d4014,0.309456385608688,816.0868407033531,100.0,False,0.27323802755111537,924.3386418500373,64.7037049295026
507,0x116b6112Bb0a979Da4BBD0C95B3f7E7aE4f831D4,0.3080758607491047,812.4461720225186,100.0,False,0.2720190774594058,920.2150479185776,64.41505335430043
508,0xf40499dD5128E5b7839eE5180430093bc4E0a134,0.30224519225105895,797.0697504812431,100.0,False,0.26687082253948624,902.7989839716003,63.19592887801201
509,0xEb738BAf73F9256A779694962DBc77e88E18F818,0.2976401908376586,784.9256124712796,97.183420474815,False,0.25540267853620635,864.0033274975052,60.480232924825366
